Datetime;demand;price;solar_power_0;wind_power_0;temperature_C;wind_speed_mps;irradiance_index;day_type;comfort_index
2024-01-06 18:00:00;7.2938358044;14.4819202891;2.6258351928539243e-16;0.516057195;4.7430913854;0.8863241856;3.67394039744206e-14;weekend;acceptable
2024-01-06 19:00:00;8.0408674518;18.8675093516;0.0;0.8742135494;5.2607854489;1.5014549157;0.0;weekend;acceptable
2024-01-06 20:00:00;8.9805652164;20.0851471908;0.0;0.9592209831;6.347123521;1.6474545164;0.0;weekend;acceptable
2024-01-06 21:00:00;8.3992130465;19.6581183001;0.0;0.8050028143;6.9521872263;1.3825860209;0.0;weekend;acceptable
2024-01-06 22:00:00;6.9261043976;15.2980822745;0.0;0.4177713756;2.0797829615;0.7175190615;0.0;weekend;acceptable
2024-01-06 23:00:00;7.2211534286;19.2979565685;0.0;0.9912411525;2.1010417783;1.7024489062;0.0;weekend;acceptable
2024-01-07 00:00:00;4.114450999;5.2579375182;0.0;0.4443504217;4.7673921531;0.7631683647;0.0;weekend;acceptable
2024-01-07 01:00:00;3.1287650773;0.01;0.0;1.0026908149;5.0277921059;1.7221136117;0.0;weekend;acceptable
2024-01-07 02:00:00;3.7278008206;8.9916716928;0.0;0.3235122966;5.1413572704;0.5556298325;0.0;weekend;acceptable
2024-01-07 03:00:00;4.1809177594;8.7533562031;0.0;1.1497276867;5.6343962207;1.974648286;0.0;weekend;acceptable
2024-01-07 04:00:00;5.0915967976;6.7804342569;0.0;1.4273873205;4.2407203052;2.4515265295;0.0;weekend;acceptable
2024-01-07 05:00:00;5.4168497826;11.9633265234;0.0;1.2200807235;8.6738602678;2.095479075;0.0;weekend;acceptable
2024-01-07 06:00:00;7.6904625182;23.5731503122;0.0;0.4742771787;5.9016134833;0.8145673352;0.0;weekend;expensive
2024-01-07 07:00:00;8.1038110727;16.7428642121;0.4242253754;0.9706464062;6.9613863279;1.6670775909;77.6457135308;weekend;acceptable
2024-01-07 08:00:00;7.4833674779;18.7418519685;0.8167936726;0.8816460549;5.8821771528;1.5142201856;150.0;weekend;acceptable
2024-01-07 09:00:00;6.7325590539;6.8652162607;1.2095555828;0.0;5.7109218426;0.0;212.132034356;weekend;acceptable
2024-01-07 10:00:00;6.5435607464;20.6533377662;0.9911053828;1.8077545472;4.9391732513;3.1048042586;259.8076211353;weekend;acceptable
2024-01-07 11:00:00;5.502835012;7.9096711352;1.2345263249;1.1002497847;6.497977523;1.8896703772;289.7777478867;weekend;acceptable
2024-01-07 12:00:00;5.0175097721;6.6895743225;1.5596697019;1.574945722;3.9396435759;2.7049569271;300.0;weekend;acceptable
2024-01-07 13:00:00;4.5970730004;6.8597084639;1.0542781038;0.7079881086;9.0969827712;1.2159640246;289.7777478867;weekend;acceptable
2024-01-07 14:00:00;4.2370319159;8.0574383943;1.2380689947;1.336475259;6.4361898184;2.2953857769;259.8076211353;weekend;acceptable
2024-01-07 15:00:00;5.3148257323;9.3180775301;1.0397633946;0.255377094;4.6167867721;0.4386081563;212.132034356;weekend;acceptable
2024-01-07 16:00:00;5.6374846956;11.2599171698;0.8801630066;0.6430746146;5.1600199653;1.1044756076;150.0;weekend;acceptable
2024-01-07 17:00:00;6.8161793723;20.1502287781;0.44164319;1.0420387838;4.3740970427;1.7896934397;77.6457135308;weekend;acceptable
2024-01-07 18:00:00;7.4823246163;17.2231605423;1.8024205170230528e-16;1.7951888432;8.885149257;3.0832227606;3.67394039744206e-14;weekend;acceptable
2024-01-07 19:00:00;7.588495719;18.5367766292;0.0;1.4357093336;9.57342298;2.4658195219;0.0;weekend;acceptable
2024-01-07 20:00:00;7.9209438832;17.5363909835;0.0;0.7702394252;6.3948291544;1.3228801727;0.0;weekend;acceptable
2024-01-07 21:00:00;8.4630699357;17.8398764099;0.0;0.616114651;5.5716207407;1.0581720816;0.0;weekend;acceptable
2024-01-07 22:00:00;7.0014731155;18.3780725975;0.0;0.900377931;5.5383658936;1.5463920359;0.0;weekend;acceptable
2024-01-07 23:00:00;6.9697702013;13.342750781;0.0;0.5718174873;5.6413260996;0.9820920504;0.0;weekend;acceptable
2024-01-08 00:00:00;4.8800350611;11.1261353711;0.0;0.2561082996;6.7177211882;0.4398639962;0.0;weekday;acceptable
2024-01-08 01:00:00;4.7801553933;8.3394045668;0.0;1.6756610803;2.5540673442;2.8779347651;0.0;weekday;acceptable
2024-01-08 02:00:00;5.0241362838;12.2368314692;0.0;1.00328002;8.1822298603;1.7231255668;0.0;weekday;acceptable
2024-01-08 03:00:00;5.3816268543;2.6692067151;0.0;0.1710555479;9.2737536666;0.2937865622;0.0;weekday;acceptable
2024-01-08 04:00:00;6.5740240807;20.4976050017;0.0;1.0236638427;9.9255150999;1.7581346225;0.0;weekday;acceptable
2024-01-08 05:00:00;6.7048081496;19.6377984624;0.0;0.7017334505;7.0884917948;1.2052216984;0.0;weekday;acceptable
2024-01-08 06:00:00;8.4982478329;27.376229768;0.0;1.1712523909;4.4624648322;2.0116167965;0.0;weekday;expensive
2024-01-08 07:00:00;8.9507537179;24.9071666747;0.3550468623;0.0;7.0956814496;0.0;77.6457135308;weekday;expensive
2024-01-08 08:00:00;9.0092238526;25.6204181501;0.724314642;1.0338303604;6.6527511314;1.7755955368;150.0;weekday;expensive
2024-01-08 09:00:00;8.6301768188;24.4082882656;1.1420587496;1.3256510134;6.3854909145;2.2767952199;212.132034356;weekday;expensive
2024-01-08 10:00:00;7.9313991945;17.7808983836;1.5901801613;0.5781453817;5.6468302506;0.9929601594;259.8076211353;weekday;acceptable
2024-01-08 11:00:00;6.9809905215;18.5905896347;1.4421808251;0.4584349203;6.5675037169;0.7873583806;289.7777478867;weekday;acceptable
2024-01-08 12:00:00;6.2337255929;15.9279423809;1.6280905707;1.1442704902;6.9595901976;1.9652755938;300.0;weekday;acceptable
2024-01-08 13:00:00;5.8640289932;15.4067103822;1.4417928862;0.3900930295;9.1094089748;0.6699817191;289.7777478867;weekday;acceptable
2024-01-08 14:00:00;5.5461214532;13.703514079;1.5130616073;0.9865637547;7.6133586605;1.6944155122;259.8076211353;weekday;acceptable
2024-01-08 15:00:00;5.9654230793;13.9843678871;1.0265193536;0.9258847461;6.8169563765;1.5901997908;212.132034356;weekday;acceptable
2024-01-08 16:00:00;6.9889510898;19.2582778255;0.8206797864;1.7892781328;9.01204147;3.0730711618;150.0;weekday;acceptable
2024-01-08 17:00:00;7.9318110405;18.6589429346;0.3509946342;0.6751392277;6.8290536438;1.1595463292;77.6457135308;weekday;acceptable
2024-01-08 18:00:00;8.6378314184;18.1558260315;1.9013218097234248e-16;1.073954298;9.0916988973;1.844508085;3.67394039744206e-14;weekday;acceptable
2024-01-08 19:00:00;10.1671110775;27.7170575024;0.0;0.5587562178;3.5213083085;0.9596594223;0.0;weekday;expensive
2024-01-08 20:00:00;9.8365505876;27.3171552189;0.0;1.4192012006;5.8103414396;2.4374669329;0.0;weekday;expensive
2024-01-08 21:00:00;9.4572936674;27.6483052306;0.0;0.4025690697;6.8293126693;0.6914092203;0.0;weekday;expensive
2024-01-08 22:00:00;7.587003935;19.1496870639;0.0;1.1162792454;3.6729599588;1.9172008503;0.0;weekday;acceptable
2024-01-08 23:00:00;6.5725379902;22.3628772339;0.0;0.353941418;4.642323396;0.6078916098;0.0;weekday;expensive
2024-01-09 00:00:00;3.8126422689;6.7173655589;0.0;0.2993872821;4.9606725059;0.5141953092;0.0;weekday;acceptable
2024-01-09 01:00:00;5.6039136774;13.9753608514;0.0;0.6597874264;6.1312921072;1.1331797309;0.0;weekday;acceptable
2024-01-09 02:00:00;5.1202384948;8.7210209661;0.0;1.0827286991;4.8518362777;1.8595780501;0.0;weekday;acceptable
2024-01-09 03:00:00;6.3191556575;15.5100998159;0.0;1.186247396;6.3056201768;2.0373706002;0.0;weekday;acceptable
2024-01-09 04:00:00;6.1403080193;12.269608045;0.0;0.3557185167;7.6782945;0.6109437629;0.0;weekday;acceptable
2024-01-09 05:00:00;7.324445166;17.6058201799;0.0;0.6627043807;5.6240259184;1.1381895771;0.0;weekday;acceptable
2024-01-09 06:00:00;7.7834942438;19.1033737494;0.0;1.2308496845;9.1855419066;2.1139746811;0.0;weekday;acceptable
2024-01-09 07:00:00;8.1687901426;19.2337313386;0.3845768221;0.5912886425;6.1938002997;1.0155336067;77.6457135308;weekday;acceptable
2024-01-09 08:00:00;8.3704833154;21.3967755467;0.8946857812;0.5302463633;4.3611252644;0.9106939709;150.0;weekday;expensive
2024-01-09 09:00:00;7.197025137;25.2905303514;1.2363512949;1.3704342666;8.6298016062;2.3537101061;212.132034356;weekday;expensive
2024-01-09 10:00:00;7.106159744;18.1425597302;1.3906927771;0.4325593019;8.0120150069;0.7429172089;259.8076211353;weekday;acceptable
2024-01-09 11:00:00;6.3158319287;14.0434471098;1.6552858608;0.7313647369;5.9822890098;1.2561132003;289.7777478867;weekday;acceptable
2024-01-09 12:00:00;5.7256542995;15.0498162761;2.2529925725;0.0;6.4718609129;0.0;300.0;weekday;acceptable
