Datetime,demand_kWh,price_EUR_MWh,solar_power_kW,wind_power_kW,temperature_C,wind_speed_mps,irradiance_index,day_type,comfort_index
2024-01-01 15:00:00,6.56827382860388,13.939363072528066,0.0,0.798137066281498,6.5598401678224,5.568981378976093,0.0,weekday,acceptable
2024-01-01 16:00:00,6.858823967318574,14.676845641393896,0.0,0.17737883088245723,6.135781968300061,3.373265580714474,0.0,weekday,acceptable
2024-01-01 17:00:00,7.34853784202342,18.805758952566347,0.0,0.0041143273053669376,4.0744262855390465,0.9620173064389511,0.0,weekday,acceptable
2024-01-01 18:00:00,9.260532201620267,25.370284275444924,0.0,0.000448015760869375,2.051743512651646,0.4593894702557995,0.0,weekday,expensive
2024-01-01 19:00:00,10.18878763989318,26.835412574692,0.0,0.5151337207591588,10.77190105729867,4.8127126495793044,0.0,weekday,expensive
2024-01-01 20:00:00,9.171291528031727,24.308256477066518,0.0,0.04438714707077419,4.995117543328252,2.125701845974335,0.0,weekday,expensive
2024-01-01 21:00:00,8.976040874297864,20.116612203529066,0.0,0.0014734961265389377,5.142133276207302,0.6831765306013913,0.0,weekday,acceptable
2024-01-01 22:00:00,7.975791462565471,15.735429766071995,0.0,0.006103131738132727,9.134841284232488,1.0971538222576973,0.0,weekday,acceptable
2024-01-01 23:00:00,7.209826753281957,16.091606960103256,0.0,0.007678447997798637,5.272257985774342,1.184425515864177,0.0,weekday,acceptable
2024-01-02 00:00:00,5.1627421254500945,12.073362152304792,0.0,0.06221689935595047,6.537069690933121,2.3789540861208547,0.0,weekday,acceptable
2024-01-02 01:00:00,3.3448895502948908,4.441866134376575,0.0,0.09669300830272762,8.343969705316692,2.7555923031000944,0.0,weekday,acceptable
2024-01-02 02:00:00,5.556507841862989,16.396319542075236,0.0,0.06389902918352959,4.951496908514067,2.400203283993246,0.0,weekday,acceptable
2024-01-02 03:00:00,4.9528576677876694,6.937250714420186,0.0,0.0017743808475270068,3.4496643454051004,0.726828953607313,0.0,weekday,acceptable
2024-01-02 04:00:00,5.814742265481404,11.575198104019778,0.0,0.217053128864135,5.896012868019169,3.6080450861119107,0.0,weekday,acceptable
2024-01-02 05:00:00,6.246822744579149,10.446157465249275,0.0,0.2871040008266312,7.430685267054569,3.960618579594712,0.0,weekday,acceptable
2024-01-02 06:00:00,8.073306195671366,19.62120368721639,0.0,0.08269295493270931,4.185760127357783,2.6156087167788806,0.0,weekday,acceptable
2024-01-02 07:00:00,7.534546648652186,13.530994677034341,0.0,0.007165025696368131,7.127201695443041,1.1574152218178477,0.0,weekday,acceptable
2024-01-02 08:00:00,7.684789673968167,23.803587399359213,0.0,0.2513422513042796,6.2123377724087625,3.7888298815260733,0.0,weekday,expensive
2024-01-02 09:00:00,7.736757077768257,19.773616992087764,0.0,0.14675044230161036,5.4884665264488905,3.1667205855780436,0.0,weekday,acceptable
2024-01-02 10:00:00,7.886080537353398,20.79863096333052,0.0,0.2785377516338389,5.746044157517595,3.920829533608214,0.0,weekday,acceptable
2024-01-02 11:00:00,6.957596045369192,18.447925868265727,0.0,0.6941336353479647,4.249962536765113,5.315746991577596,0.0,weekday,acceptable
2024-01-02 12:00:00,6.1419489145555985,16.75324327456838,0.0,0.2401318122884284,6.033990463943763,3.731640848682697,0.0,weekday,acceptable
2024-01-02 13:00:00,5.201600322787245,9.609907220580887,0.0,0.05217842510302539,1.9014763748711205,2.2434355344902945,0.0,weekday,acceptable
2024-01-02 14:00:00,5.730278598976259,13.739092284009029,0.0,0.4014334735344183,5.849350782854783,4.42881765857057,0.0,weekday,acceptable
2024-01-02 15:00:00,5.80289264244274,14.533162829155518,0.0,0.19307793069205945,9.420171153740691,3.4699840950236025,0.0,weekday,acceptable
2024-01-02 16:00:00,6.551737125713947,17.795982807566467,0.0,0.01422136066970681,8.483655951633954,1.454555586112015,0.0,weekday,acceptable
2024-01-02 17:00:00,8.115495113454985,16.553079400561728,0.0,0.10338148941418505,2.854407821786633,2.817718048956299,0.0,weekday,acceptable
2024-01-02 18:00:00,7.802751568827933,22.641709070003067,0.0,0.2037607411303628,7.622473708401309,3.532835719996593,0.0,weekday,expensive
2024-01-02 19:00:00,9.269988901728272,21.66836978315041,0.0,0.13061012425525242,6.552734655177838,3.046086415520779,0.0,weekday,expensive
2024-01-02 20:00:00,9.82171454721792,31.515599453738496,0.0,0.03668086372062111,5.6055417557515606,1.994786666978237,0.0,weekday,expensive
2024-01-02 21:00:00,9.313501979591447,28.730500427156116,0.0,0.17417286411061692,5.26128619655652,3.3528189577147436,0.0,weekday,expensive
2024-01-02 22:00:00,8.215688938256513,22.248138186800666,0.0,0.09841839793792156,4.408885930655479,2.771886028128035,0.0,weekday,expensive
2024-01-02 23:00:00,7.159515816983479,14.058805093707807,0.0,0.020419383437330317,4.786278298117733,1.6409580563948734,0.0,weekday,acceptable
2024-01-03 00:00:00,4.542650970232179,4.12054447616382,0.0,0.04638205416267482,3.881727547804238,2.157081720379922,0.0,weekday,acceptable
2024-01-03 01:00:00,4.243218574983091,8.24738406654398,0.0,0.006909574065460777,6.02388426112728,1.1434934934647472,0.0,weekday,acceptable
2024-01-03 02:00:00,5.653257113465072,13.02523728050556,0.0,0.28455533804968736,7.03448238569943,3.94886407163749,0.0,weekday,acceptable
2024-01-03 03:00:00,5.149170651303522,4.883374060309519,0.0,0.0044600626392566674,1.6168581287900854,0.9882426470507373,0.0,weekday,acceptable
2024-01-03 04:00:00,5.9463177136119905,17.811012982604822,0.0,0.22396971036245822,4.309895888921492,3.64596953186215,0.0,weekday,acceptable
2024-01-03 05:00:00,7.411210455463777,14.076572899998318,0.0,0.03459397411608617,3.2875321432406817,1.9562157791309445,0.0,weekday,acceptable
2024-01-03 06:00:00,7.445275221491762,17.470990124033264,0.0,0.03491978286128039,3.881169818897213,1.9623378639815328,0.0,weekday,acceptable
2024-01-03 07:00:00,8.996174545864115,25.155336200996903,0.0,0.13963630847679995,7.892372395436304,3.1146988220317176,0.0,weekday,expensive
2024-01-03 08:00:00,8.435620425413715,22.52247005293042,0.0,0.2244781368809132,3.6657237239547573,3.648726313389892,0.0,weekday,expensive
2024-01-03 09:00:00,8.489344224623622,18.5597466841878,0.0,0.1344702149416586,3.344021013460971,3.0758038672769885,0.0,weekday,acceptable
2024-01-03 10:00:00,7.337671676162357,17.004418543713207,0.0,0.2613873610476963,10.354148497724577,3.8386466218958306,0.0,weekday,acceptable
2024-01-03 11:00:00,7.064024369920259,16.364843818713307,0.0,0.22140380077451988,4.953988554549792,3.631992666616277,0.0,weekday,acceptable
2024-01-03 12:00:00,6.4229825949338455,16.87072560201063,0.0,0.49221864558962136,5.749268899527235,4.740265052456764,0.0,weekday,acceptable
2024-01-03 13:00:00,5.648844734225444,12.867743025386824,0.0,0.05398613641537761,9.864042973457924,2.26904976798348,0.0,weekday,acceptable
2024-01-03 14:00:00,5.763478580658253,7.257343770569548,0.0,0.5550328222915891,4.556097889130974,4.9338903590389975,0.0,weekday,acceptable
2024-01-03 15:00:00,5.557386308615756,11.295093013688913,0.0,0.049199866236101945,6.097211925070476,2.199908306932838,0.0,weekday,acceptable
2024-01-03 16:00:00,6.668909691250807,18.251301927748433,0.0,0.12433630314112575,4.19712731747218,2.9965113183671535,0.0,weekday,acceptable
2024-01-03 17:00:00,8.014909072746782,21.77817732774476,0.0,0.003867004236153413,8.132594326291294,0.9423411471080566,0.0,weekday,expensive
2024-01-03 18:00:00,8.24649569779803,22.523399721659842,0.0,0.465011319129486,6.782358300490165,4.651265323164012,0.0,weekday,expensive
2024-01-03 19:00:00,9.087415306391343,28.65915408034505,0.0,0.12082723210743936,-0.01986747815338319,2.968052289994756,0.0,weekday,expensive
2024-01-03 20:00:00,9.038072027503626,22.975432281146016,0.0,0.044701001694398536,7.33262677716674,2.1307002526454903,0.0,weekday,expensive
2024-01-03 21:00:00,10.17079403996058,27.70739207816359,0.0,0.28136648431721256,7.96811990658529,3.9340577149653124,0.0,weekday,expensive
2024-01-03 22:00:00,9.028852739202547,21.650783711319157,0.0,0.1192723239399342,2.8849212972759473,2.9552654697142717,0.0,weekday,expensive
2024-01-03 23:00:00,7.578011106782948,16.634354837199446,0.0,0.14540071835883775,4.562387766419853,3.156982125852832,0.0,weekday,acceptable
2024-01-04 00:00:00,4.267645824629026,11.851657323390178,0.0,0.3043862752701137,6.461919466519564,4.038545321955658,0.0,weekday,acceptable
2024-01-04 01:00:00,5.792757819039735,9.77234725173846,0.0,0.22849918082242562,4.62262293181817,3.6703838737869408,0.0,weekday,acceptable
2024-01-04 02:00:00,4.87527123023504,5.718684945223398,0.0,0.08770506085075955,6.85650958021865,2.6674205357328256,0.0,weekday,acceptable
2024-01-04 03:00:00,4.781835686918007,8.889437841223003,0.0,0.0039062319235705113,5.653665939950015,0.9455168670343208,0.0,weekday,acceptable
2024-01-04 04:00:00,6.491233794262316,14.039351860573674,0.0,0.08595000844932388,5.850295065565716,2.6495080713185315,0.0,weekday,acceptable
2024-01-04 05:00:00,7.125143937434659,18.611403719319824,0.0,0.10166426667800359,10.37284444518744,2.802029584830903,0.0,weekday,acceptable
2024-01-04 06:00:00,7.804454148411686,19.925922763471757,0.0,0.09494964949336362,4.945754469377626,2.738930807062224,0.0,weekday,acceptable
2024-01-04 07:00:00,8.529449912252282,22.16546325848839,0.0,0.029061258629112692,8.29097366912706,1.8458146082238684,0.0,weekday,expensive
2024-01-04 08:00:00,8.459789954499236,25.25668008472052,0.0,0.1624302817807155,8.423363757029138,3.275711194357576,0.0,weekday,expensive
2024-01-04 09:00:00,8.625549912310369,24.73104861102757,0.0,0.20389145933932887,3.0800945215533804,3.5335910294454767,0.0,weekday,expensive
2024-01-04 10:00:00,7.375737681077556,16.337300625795642,0.0,0.15897525771173449,5.1222326766070445,3.2523188644204337,0.0,weekday,acceptable
2024-01-04 11:00:00,6.937063840380432,15.757828221431808,0.0,0.09209808399886486,2.65801066893137,2.711232763600546,0.0,weekday,acceptable
2024-01-04 12:00:00,6.77422640426404,18.637429946818237,0.0,0.06906071217511671,3.5885186200203596,2.4631656707896723,0.0,weekday,acceptable
2024-01-04 13:00:00,5.392124350430211,11.773291513442421,0.0,0.07291361098199468,2.056515422406333,2.5081459686915,0.0,weekday,acceptable
2024-01-04 14:00:00,5.3635430934008514,9.635795140153371,0.0,0.08698355661326451,6.997946693576956,2.660085889005135,0.0,weekday,acceptable
2024-01-04 15:00:00,6.803505827453166,19.300745572770232,0.0,0.01605952514283896,7.620575325055972,1.5147030695454302,0.0,weekday,acceptable
2024-01-04 16:00:00,6.445656045367837,16.529847425308077,0.0,0.15249509608176726,8.112634486306085,3.2075140317064914,0.0,weekday,acceptable
2024-01-04 17:00:00,7.072122437456461,12.343513503761612,0.0,0.34881526791001055,7.903486378370385,4.226184319520894,0.0,weekday,acceptable
2024-01-04 18:00:00,8.732186221435715,20.397994495299898,0.0,0.008525881965775752,5.238892221294907,1.2264872681110994,0.0,weekday,acceptable
2024-01-04 19:00:00,10.461982136913662,29.3843113847425,0.0,0.04162119728666333,2.4499029443093234,2.0805977699149856,0.0,weekday,expensive
2024-01-04 20:00:00,9.176326368476783,21.549379126231585,0.0,0.19374044732262627,4.885851480806945,3.473948466128473,0.0,weekday,expensive
2024-01-04 21:00:00,9.0435913639322,21.105414068150722,0.0,0.43493188952398176,5.1972270902831035,4.548732064253493,0.0,weekday,acceptable
2024-01-04 22:00:00,8.66829469879185,23.151853255804134,0.0,0.084418007644218,4.727660573988978,2.6336717076060765,0.0,weekday,expensive
2024-01-04 23:00:00,6.206951356720278,10.014752863605235,0.0,0.004631790337178638,7.075903790478934,1.0007668315391658,0.0,weekday,acceptable
2024-01-05 00:00:00,4.510299211982679,7.189526819836264,0.0,0.8046932822034601,5.3224001614117,5.58418842652433,0.0,weekday,acceptable
2024-01-05 01:00:00,4.499455524246922,11.72694452816057,0.0,0.027728809044212727,8.401571928660779,1.8171621320587021,0.0,weekday,acceptable
2024-01-05 02:00:00,5.522506301676935,13.250116623624443,0.0,0.04878682145715789,2.413316104983461,2.1937347442440163,0.0,weekday,acceptable
2024-01-05 03:00:00,5.078469280885738,9.486988853488535,0.0,0.20939740934061904,5.007585099931008,3.5651163429521695,0.0,weekday,acceptable
2024-01-05 04:00:00,6.220933663126711,12.844180475452436,0.0,0.03559313242386029,4.221714324837267,1.974870742137262,0.0,weekday,acceptable
2024-01-05 05:00:00,6.713649884016839,12.179005959485142,0.0,0.09896590431605294,7.0618727074183285,2.7770165720406803,0.0,weekday,acceptable
2024-01-05 06:00:00,7.455906934557471,18.904667258172527,0.0,0.16063559636275004,9.545929079565479,3.263602087725424,0.0,weekday,acceptable
2024-01-05 07:00:00,8.67038839075673,18.309815205296204,0.0,0.4367952091202422,4.627412850970055,4.555218648092499,0.0,weekday,acceptable
2024-01-05 08:00:00,7.680560183780739,21.099036485604568,0.0,0.4470248185228332,9.648260481754757,4.590505204803804,0.0,weekday,acceptable
2024-01-05 09:00:00,8.694059604663817,21.965052303103768,0.0,0.04239121002582565,7.9624684799847305,2.093350144520308,0.0,weekday,expensive
2024-01-05 10:00:00,6.97624827942973,15.33732372274601,0.0,0.15332689916279493,5.411432022832585,3.2133353854329663,0.0,weekday,acceptable
2024-01-05 11:00:00,6.902358740848406,20.052729125152513,0.0,0.15137106490076627,6.038004757638043,3.199613798440258,0.0,weekday,acceptable
2024-01-05 12:00:00,6.093611404681097,14.896845942818857,0.0,0.043311765018770286,6.3740456949838125,2.1083946217005742,0.0,weekday,acceptable
2024-01-05 13:00:00,6.590502753677876,17.82944882999239,0.0,0.04745425280490592,3.958567546756574,2.173576777743243,0.0,weekday,acceptable
2024-01-05 14:00:00,5.766469629346274,8.002970136282041,0.0,0.059748884424005166,6.242249567880604,2.3470726854255703,0.0,weekday,acceptable
2024-01-05 15:00:00,6.025766634586526,13.74963641039287,0.0,0.08405897494864342,2.3519644446178845,2.6299327030373814,0.0,weekday,acceptable
2024-01-05 16:00:00,6.495829072914371,11.42417485964755,0.0,0.001989877173416078,5.972328555376399,0.7551363255176411,0.0,weekday,acceptable
2024-01-05 17:00:00,7.611927603317311,22.937966934492177,0.0,0.011315824593352728,5.746585352519307,1.347861726041834,0.0,weekday,expensive
2024-01-05 18:00:00,8.21247656018421,16.73168535645363,0.0,0.1039872158194276,4.051427508447607,2.8232104688268738,0.0,weekday,acceptable
2024-01-05 19:00:00,9.670157439446207,25.13208303086228,0.0,0.33968791897087347,4.057162779490973,4.188996261446563,0.0,weekday,expensive
2024-01-05 20:00:00,9.293508510647321,28.0050065483258,0.0,0.49899279422141585,6.866116416690602,4.761911981252219,0.0,weekday,expensive
2024-01-05 21:00:00,9.389211532891645,26.946666055260355,0.0,0.05581729971925468,6.458282175534356,2.294419789782016,0.0,weekday,expensive
2024-01-05 22:00:00,8.963502800461969,24.09079109388034,0.0,0.07646682842998423,9.16775601559208,2.5482437330718133,0.0,weekday,expensive
2024-01-05 23:00:00,7.401185133841809,21.953397215938487,0.0,0.011041498951589632,5.241192307603666,1.3368805887906896,0.0,weekday,expensive
2024-01-06 00:00:00,3.045586866228933,2.765387448485798,0.0,0.14807051561202553,6.636524412793521,3.176187521602476,0.0,weekend,acceptable
2024-01-06 01:00:00,3.2848446270152634,0.01,0.0,0.1802419087081547,5.000370771568443,3.3913181294042283,0.0,weekend,acceptable
2024-01-06 02:00:00,3.6361383963248315,2.5837040910796345,0.0,0.14888760766111492,4.980982114611002,3.1820191539305807,0.0,weekend,acceptable
2024-01-06 03:00:00,4.223076837747317,11.085261983683202,0.0,0.02735433627087464,5.979146094314804,1.8089448759140951,0.0,weekend,acceptable
2024-01-06 04:00:00,5.873585850610867,18.001252291425995,0.0,0.0503568908419995,6.841455249933322,2.2170198160012293,0.0,weekend,acceptable
2024-01-06 05:00:00,5.554975383864797,15.60708961720184,0.0,0.11528033461172976,5.476817090939105,2.921920183808058,0.0,weekend,acceptable
2024-01-06 06:00:00,6.913599053681584,15.414317437157656,0.0,0.08188462982431825,8.187966779791765,2.6070582550480124,0.0,weekend,acceptable
2024-01-06 07:00:00,6.958578101505948,20.840721393088053,0.0,0.29379249653833134,5.24123789488344,3.991138867440902,0.0,weekend,acceptable
2024-01-06 08:00:00,8.292077885552239,21.473962825593947,0.0,0.17206759815691278,5.672668560920777,3.3392554065723155,0.0,weekend,expensive
2024-01-06 09:00:00,7.573405913017632,22.187428090427893,0.0,0.21962327853299043,10.137697006949253,3.6222303274688703,0.0,weekend,expensive
2024-01-06 10:00:00,7.490413396957763,19.196632114146865,0.0,0.16967743059154336,7.2935062592519415,3.3237215427454534,0.0,weekend,acceptable
2024-01-06 11:00:00,5.930576320933076,9.042539799405027,0.0,0.05134358682471004,4.66129446452277,2.2314063977136818,0.0,weekend,acceptable
2024-01-06 12:00:00,5.164165666433446,6.683984580502339,0.0,0.05452068122951028,6.424424099331586,2.2765141994710585,0.0,weekend,acceptable
2024-01-06 13:00:00,5.29190984338615,8.466095888071738,0.0,0.2239221959964178,7.132748785855586,3.6457116872001314,0.0,weekend,acceptable
2024-01-06 14:00:00,3.541475443377437,5.5427477445885724,0.0,0.5220135273848758,4.4118836039571425,4.834043172652665,0.0,weekend,acceptable
2024-01-06 15:00:00,4.866354675241199,13.095246835656685,0.0,0.004052465851269574,4.609640866581095,0.9571714294812795,0.0,weekend,acceptable
2024-01-06 16:00:00,5.869965429487138,14.906612178111148,0.0,0.03033629034470863,7.256602935066323,1.8724235570796524,0.0,weekend,acceptable
2024-01-06 17:00:00,6.80011675969797,15.257396952964864,0.0,0.005157355857604729,7.516148299173697,1.0372711651420885,0.0,weekend,acceptable
2024-01-06 18:00:00,8.004809462586678,18.910804051750873,0.0,0.12370140880203526,1.5889879508191544,2.991402283670529,0.0,weekend,acceptable
2024-01-06 19:00:00,8.761222263565688,17.969702012843392,0.0,0.27202073240469815,6.24755861957405,3.8900090122930924,0.0,weekend,acceptable
2024-01-06 20:00:00,8.268979833972125,19.89783690771423,0.0,0.05025115834023753,5.138005177351163,2.215467063897013,0.0,weekend,acceptable
2024-01-06 21:00:00,8.06959350444229,25.011096369375192,0.0,0.1886344239369845,4.335002316308877,3.4431577639068487,0.0,weekend,expensive
2024-01-06 22:00:00,8.067204795630351,23.58394220666731,0.0,0.1665517275099404,7.436606721754004,3.303185672849401,0.0,weekend,expensive
2024-01-06 23:00:00,6.907347395025686,13.618984247949513,0.0,0.0048629422785079,8.925531733157154,1.017145254379288,0.0,weekend,acceptable
2024-01-07 00:00:00,3.511169460320818,3.8267000780262794,0.0,0.07187707525682985,6.2729235281761735,2.496203979863569,0.0,weekend,acceptable
2024-01-07 01:00:00,3.0550796839770693,0.01,0.0,0.036175531813110014,5.835792524034024,1.9855839199467447,0.0,weekend,acceptable
2024-01-07 02:00:00,4.614768342318366,8.169352331308712,0.0,0.023686190470366256,7.585298024971925,1.7241763275463615,0.0,weekend,acceptable
2024-01-07 03:00:00,5.18360662660203,6.399302317139037,0.0,0.030659684801003104,6.490345432688995,1.8790535957344199,0.0,weekend,acceptable
2024-01-07 04:00:00,5.404524526019254,11.381901404645781,0.0,0.01367863212211252,4.3356021907535105,1.435811724987295,0.0,weekend,acceptable
2024-01-07 05:00:00,5.237903447662334,4.767484862463344,0.0,0.026328958465728913,4.3130951143913885,1.786053644025,0.0,weekend,acceptable
2024-01-07 06:00:00,6.118991883969539,11.813268401434923,0.0,0.04293932791377011,1.165843507851199,2.1023338668398677,0.0,weekend,acceptable
2024-01-07 07:00:00,7.362980271406503,19.06292117230612,0.0,0.08563360146460348,7.1007183091834465,2.646252870272154,0.0,weekend,acceptable
2024-01-07 08:00:00,7.020646377287072,17.610574369746228,0.0,0.16121422380427047,4.163780002452354,3.2675160123147147,0.0,weekend,acceptable
2024-01-07 09:00:00,7.188743790187015,17.197033734805956,0.0,0.018209479210493568,8.117795113770432,1.5794859994933197,0.0,weekend,acceptable
2024-01-07 10:00:00,6.5697757806694215,16.384598491652532,0.0,0.06860247747407806,1.955417979608149,2.4577056747455326,0.0,weekend,acceptable
2024-01-07 11:00:00,5.405876677212059,12.889282124582248,0.0,0.06568695191479783,8.516356163585959,2.4223839231995323,0.0,weekend,acceptable
2024-01-07 12:00:00,4.961923232993457,11.90048651116684,0.0,0.03706386700685517,9.990137801019817,2.001705497430981,0.0,weekend,acceptable
2024-01-07 13:00:00,4.514428463971024,8.354705306076632,0.0,0.05352133607968982,6.320992764171479,2.2625191013293064,0.0,weekend,acceptable
2024-01-07 14:00:00,4.559706748297428,3.442267731707691,0.0,0.04114943937126514,1.9656945940501238,2.0727069955337454,0.0,weekend,acceptable
2024-01-07 15:00:00,5.493456420839191,6.888989937742349,0.0,0.12568830379151943,2.9618808820033014,3.0073332826970236,0.0,weekend,acceptable
2024-01-07 16:00:00,6.746654433586292,15.762947648658118,0.0,0.1514744082636839,4.948945330219712,3.200341774710754,0.0,weekend,acceptable
2024-01-07 17:00:00,6.0803824349934565,7.470694801633199,0.0,0.08174438432266626,10.978720410958255,2.6055690169492176,0.0,weekend,acceptable
2024-01-07 18:00:00,7.719942557063684,19.801324891066784,0.0,0.20806728130636912,5.807625629540729,3.5575515604551167,0.0,weekend,acceptable
2024-01-07 19:00:00,7.604554819713245,20.51194104518797,0.0,0.7690139584824702,8.156219501020363,5.500405148347196,0.0,weekend,acceptable
2024-01-07 20:00:00,7.808163486093265,16.829889588200068,0.0,0.14828022175215166,6.871013075836297,3.1776862485869684,0.0,weekend,acceptable
2024-01-07 21:00:00,7.8352188620161005,17.89275062063559,0.0,0.25351307725255456,8.813373314433584,3.7997065830160746,0.0,weekend,acceptable
2024-01-07 22:00:00,8.685312383599642,24.821765568126914,0.0,0.0712915840160131,4.444914516888314,2.489407691617608,0.0,weekend,expensive
2024-01-07 23:00:00,6.275316509169119,10.53795258750531,0.0,0.13402802255567361,4.70541032657364,3.0724286697023344,0.0,weekend,acceptable
2024-01-08 00:00:00,4.235043836811875,7.593794170562582,0.0,0.12066117276535188,6.4638574314557715,2.9666919488190207,0.0,weekday,acceptable
2024-01-08 01:00:00,5.4952777660275025,13.288312741218991,0.0,0.2613444965191555,6.263322729078038,3.838436779088635,0.0,weekday,acceptable
2024-01-08 02:00:00,5.226582906932843,18.358538444848538,0.0,0.056765564345322275,7.601253637643627,2.3073399849891176,0.0,weekday,acceptable
2024-01-08 03:00:00,5.186888585849805,14.515063801154287,0.0,0.006599005196952897,4.583440749910563,1.1260977630215085,0.0,weekday,acceptable
2024-01-08 04:00:00,5.4536968486768345,12.534073320334599,0.0,0.03526772955150134,5.688728012818825,1.9688340252921204,0.0,weekday,acceptable
2024-01-08 05:00:00,7.311717944585137,17.435040877166784,0.0,0.4777127680128415,5.983288294936629,4.693234148169496,0.0,weekday,acceptable
2024-01-08 06:00:00,7.786981689171254,19.827427967871813,0.0,0.37263344328458947,7.5525373001834195,4.320266612239988,0.0,weekday,acceptable
2024-01-08 07:00:00,8.649822128268399,20.105771124310824,0.0,0.13105478439150203,3.5411157752809226,3.0495392846726466,0.0,weekday,acceptable
2024-01-08 08:00:00,8.744882308302202,27.006472840426603,0.0,0.14392435191271133,4.464668142716037,3.1462606584311166,0.0,weekday,expensive
2024-01-08 09:00:00,8.68259870046654,23.920792082664136,0.0,0.05528790570809302,5.518659551686493,2.2871429983587577,0.0,weekday,expensive
2024-01-08 10:00:00,7.913763300247446,16.339042681505845,0.0,0.022714500741766487,4.853169044315358,1.7002691337509817,0.0,weekday,acceptable
2024-01-08 11:00:00,6.217556963022802,13.49754209712222,0.0,0.32585883327055376,4.424714374515762,4.1313606153178215,0.0,weekday,acceptable
2024-01-08 12:00:00,5.820008732753703,14.756911866351807,0.0,0.01883752294314953,10.676750384191935,1.5974399339920249,0.0,weekday,acceptable
2024-01-08 13:00:00,5.624278140843854,12.40304214159131,0.0,0.28281988233774236,6.892377565099015,3.940819874115431,0.0,weekday,acceptable
2024-01-08 14:00:00,5.725739781811829,10.139460835856916,0.0,0.09033539465268214,7.20710077803579,2.6938242265362664,0.0,weekday,acceptable
2024-01-08 15:00:00,5.402118761194179,9.320630069050981,0.0,0.07119847160561983,9.138165451810785,2.4883234320884355,0.0,weekday,acceptable
2024-01-08 16:00:00,7.359371157950648,25.258554699364552,0.0,0.13498165726674147,6.7873567109565185,3.079698425192312,0.0,weekday,expensive
2024-01-08 17:00:00,6.865763608631779,16.097408187295162,0.0,0.021844106680987272,7.436486317597306,1.6782682115191414,0.0,weekday,acceptable
2024-01-08 18:00:00,8.784310578192017,24.886920746693697,0.0,0.026918576354079068,2.636998822300513,1.7992877982073887,0.0,weekday,expensive
2024-01-08 19:00:00,9.452348601928657,25.987360864696825,0.0,0.30838029307085724,6.483985123208076,4.056132603627078,0.0,weekday,expensive
2024-01-08 20:00:00,9.221980292111677,29.106266373973355,0.0,0.48573387700532605,9.332430068937361,4.719355975907451,0.0,weekday,expensive
2024-01-08 21:00:00,9.253655906526014,22.65715237464719,0.0,0.04474723462480461,8.953144466939058,2.131434573061725,0.0,weekday,expensive
2024-01-08 22:00:00,8.668201490673717,21.598377271399237,0.0,0.003256946756578425,5.525670386419113,0.8899251735230794,0.0,weekday,expensive
2024-01-08 23:00:00,7.385204483867611,17.185627927743223,0.0,0.7693766473066838,7.805844332437307,5.501269728204451,0.0,weekday,acceptable
2024-01-09 00:00:00,4.95475640774385,14.881605219223456,0.0,0.9299588920363671,6.798495665350227,5.860093194396286,0.0,weekday,acceptable
