Datetime;demand;price;solar_power_0;wind_power_0
2025-01-03 12:00:00;61.146738772;38.786884924;64.3565073039;54.1415397007
2025-01-03 13:00:00;47.1566843901;40.3163139132;56.8176616425;28.6084848437
2025-01-03 14:00:00;44.7699641209;24.6752843906;60.2216773542;35.4289243187
2025-01-03 15:00:00;56.305096203;36.0619070078;64.2957284697;26.8907114716
2025-01-03 16:00:00;59.5704457921;34.7654916646;59.1611518785;48.1199339321
2025-01-03 17:00:00;49.3628549525;33.7105351367;46.9453126645;55.2782428705
2025-01-03 18:00:00;97.7806182065;69.8130770184;35.7329095057;55.0910458807
2025-01-03 19:00:00;107.8256734478;69.9943912422;25.7512678407;65.2600271845
2025-01-03 20:00:00;94.6757228797;67.7070075176;15.9903321186;47.5011152221
2025-01-03 21:00:00;99.679649897;88.6470603704;0;45.4071209017
2025-01-03 22:00:00;56.0791511838;52.5390425704;0;29.0928435819
2025-01-03 23:00:00;53.9937679379;39.5771784791;0;75.4029738043
2025-01-04 00:00:00;28.7398909519;21.6185756784;0;75.8976459263
2025-01-04 01:00:00;26.1112256437;23.7970200671;0;59.5778739731
2025-01-04 02:00:00;30.0569450887;20.0553334059;0;90.4875719155
2025-01-04 03:00:00;30.1222972545;27.7260342332;0;51.4122116566
2025-01-04 04:00:00;27.2040072442;23.9705307374;0;74.8386394016
2025-01-04 05:00:00;28.3326898953;16.8158006079;0;65.0010883281
2025-01-04 06:00:00;66.7450797199;46.9637509798;14.834595089;78.7796827311
2025-01-04 07:00:00;71.4282073505;34.956410076;23.4818302266;40.1119222131
2025-01-04 08:00:00;67.1159677707;49.8297713615;38.473034397;25.9748742076
2025-01-04 09:00:00;71.495057909;39.9319866304;49.8188094568;41.5298505031
2025-01-04 10:00:00;52.5365834826;36.5662271275;53.4762449878;51.4475877396
2025-01-04 11:00:00;52.4723131927;29.3852332388;77.0435247735;40.4620191026
2025-01-04 12:00:00;56.1457319232;37.9042754402;82.4740021702;48.658103542
2025-01-04 13:00:00;35.9214285883;30.6956871301;85.678244764;35.1234996351
2025-01-04 14:00:00;38.8293635688;36.7503498695;95.0163240376;47.2408260298
2025-01-04 15:00:00;48.8935321485;24.6013997962;92.1141777281;40.1286813404
2025-01-04 16:00:00;39.8007632945;34.3268303358;80.6913901271;56.4333199458
2025-01-04 17:00:00;28.2906309426;25.3752324298;58.0774138584;47.9274007743
2025-01-04 18:00:00;84.7540175502;63.4277105362;47.286559915;55.7567930567
2025-01-04 19:00:00;86.2746029801;70.9143709602;36.4131584208;77.7651431653
2025-01-04 20:00:00;73.8903660659;57.6669643157;26.2829943272;71.7109189815
2025-01-04 21:00:00;91.6700854739;77.1895136387;0;65.3141863375
2025-01-04 22:00:00;46.6887189692;38.2013570298;0;45.8820243127
2025-01-04 23:00:00;51.378959075;34.7825506358;0;61.0970130627
2025-01-05 00:00:00;28.983083046;29.8302914376;0;47.18848132
2025-01-05 01:00:00;24.2024186136;32.9267226993;0;49.7613407013
2025-01-05 02:00:00;25.1827133941;23.8290121493;0;49.3466075963
2025-01-05 03:00:00;25.7921272361;7.8098728791;0;41.1065594794
2025-01-05 04:00:00;34.8855235913;26.5802929832;0;27.8028852802
2025-01-05 05:00:00;29.3360781535;24.4735407978;0;45.3502651515
2025-01-05 06:00:00;65.6143085855;43.8616638561;10.8348021002;57.0765410352
2025-01-05 07:00:00;63.7569633034;48.1820617899;17.1910218875;21.6565493421
2025-01-05 08:00:00;73.3453794069;47.490143393;23.1427196628;32.7947310157
2025-01-05 09:00:00;74.5516091364;54.4795624259;31.3828357272;48.1855148145
2025-01-05 10:00:00;55.3658751017;31.1932856284;47.4571940753;41.0216194673
2025-01-05 11:00:00;52.2504955837;42.7377317247;59.5822921855;46.0889121372
2025-01-05 12:00:00;51.3387627459;44.7275281631;60.5563248571;35.8608697351
2025-01-05 13:00:00;35.5987194504;19.6803475617;70.0405311942;49.2348743752
2025-01-05 14:00:00;39.9642535611;23.5258007826;66.7111211586;31.213329141
2025-01-05 15:00:00;37.9930687162;30.9223804274;57.7638046301;31.9719731667
2025-01-05 16:00:00;32.8556351408;19.9753003484;55.3044281349;12.0131892695
2025-01-05 17:00:00;45.8271350175;29.20683798;50.0435330349;49.412430678
2025-01-05 18:00:00;82.7596445038;70.796947987;34.604412066;52.7869640288
2025-01-05 19:00:00;91.272617846;75.610727754;28.5679897154;42.2235694116
2025-01-05 20:00:00;89.8587380659;83.0124370902;13.7929977615;45.8890814535
2025-01-05 21:00:00;88.3961101574;72.7742305651;0;39.7651803177
2025-01-05 22:00:00;52.7925058805;43.2349763755;0;53.6874941387
2025-01-05 23:00:00;47.2656150882;35.7141087987;0;62.7804098032
2025-01-06 00:00:00;38.3603256808;28.4514159218;0;30.4202813684
2025-01-06 01:00:00;30.1940644393;22.7121740057;0;59.4252593121
2025-01-06 02:00:00;31.358692583;24.5258040531;0;50.1786664974
2025-01-06 03:00:00;27.079156499;18.0832684035;0;55.4355223907
2025-01-06 04:00:00;25.8097563265;25.0877199276;0;60.0931100364
2025-01-06 05:00:00;32.1478320396;16.5396792468;0;51.3709527749
2025-01-06 06:00:00;81.8087228774;50.1960764044;11.7725137885;52.5113027463
2025-01-06 07:00:00;77.2778264992;52.3626657694;17.2278328263;30.6149794437
2025-01-06 08:00:00;74.3569919112;36.786252575;24.2975446481;40.1904678478
2025-01-06 09:00:00;75.1152582527;55.0109817908;34.274467261;35.730529587
2025-01-06 10:00:00;65.0675358362;32.4383768663;36.741850964;34.1280554568
2025-01-06 11:00:00;56.9252919434;44.05337333;51.7723710938;22.0673539984
2025-01-06 12:00:00;58.1598456537;31.840545074;61.421206271;29.283161973
2025-01-06 13:00:00;55.6389762555;33.9946940236;71.0820663543;46.2129765911
2025-01-06 14:00:00;44.0627675644;34.3259871321;60.9309319886;38.0907489582
2025-01-06 15:00:00;45.8409683753;45.3353846128;55.8528535891;43.957003766
2025-01-06 16:00:00;45.6529943626;32.3959432349;50.5831343543;54.4000148036
2025-01-06 17:00:00;56.3937532563;26.4726985963;46.8879844468;47.5331108729
2025-01-06 18:00:00;110.9451159348;89.8029004312;34.9195491966;38.6139631505
2025-01-06 19:00:00;105.3569246965;79.5538998816;23.8380141888;42.3187293976
2025-01-06 20:00:00;105.5001214408;83.9244214238;17.811198659;17.5442113016
2025-01-06 21:00:00;99.3632926693;81.8714351251;0;46.4742270894
2025-01-06 22:00:00;68.4479123004;44.7146866807;0;44.5623388932
2025-01-06 23:00:00;60.8895672539;43.6499983038;0;53.2514021882
2025-01-07 00:00:00;33.83899619;23.3822524847;0;51.3180378439
2025-01-07 01:00:00;29.5251377755;31.3852065386;0;49.0967149575
2025-01-07 02:00:00;28.793853357;29.5849277958;0;29.6292464033
2025-01-07 03:00:00;37.4836901682;18.5300523119;0;40.829687258
2025-01-07 04:00:00;32.4287565588;32.2062443671;0;59.7314837733
2025-01-07 05:00:00;36.5311895748;28.3867400731;0;76.266754055
2025-01-07 06:00:00;82.1925207886;45.5136852843;10.9103420427;52.0703081594
2025-01-07 07:00:00;77.2258946018;53.0568105003;18.0674268394;34.6473166516
2025-01-07 08:00:00;78.4185008178;58.9297679365;23.0271010652;39.6482369486
2025-01-07 09:00:00;81.5068876068;47.46372421;32.4731077311;25.5311439777
2025-01-07 10:00:00;57.0259070396;48.1841834611;41.4755361424;34.959564164
2025-01-07 11:00:00;54.861581673;29.9564278774;45.6020609283;26.0947785139
2025-01-07 12:00:00;65.2515346548;38.2462099433;59.9126893996;38.9465043435
2025-01-07 13:00:00;46.7940496911;26.84772437;63.6019595371;38.7742138207
2025-01-07 14:00:00;49.8678323749;42.4676882791;62.3263282786;40.1476531689
2025-01-07 15:00:00;50.5785661643;32.6545413297;57.4278652845;30.0506138502
2025-01-07 16:00:00;46.5992759459;26.2605982218;45.8009897547;43.9638062275
2025-01-07 17:00:00;55.7745626082;40.443189313;41.3777821795;56.8313789628
2025-01-07 18:00:00;97.2147920942;79.9466165466;32.4329513342;27.9461835798
2025-01-07 19:00:00;103.4192437058;83.608509119;22.8314846386;43.9543893647
2025-01-07 20:00:00;103.3494596983;77.8822134059;16.5516885962;50.815703924
2025-01-07 21:00:00;101.9977843068;80.9274836386;0;57.4780629852
2025-01-07 22:00:00;54.0090512521;44.7994315948;0;41.3150506984
2025-01-07 23:00:00;63.7638369952;57.8722520446;0;14.0136786378
2025-01-08 00:00:00;33.3457980165;31.2906491899;0;70.7913461709
2025-01-08 01:00:00;26.9599416213;29.7247528719;0;62.8831350388
2025-01-08 02:00:00;33.1836924324;31.5676916678;0;29.8141692637
2025-01-08 03:00:00;31.6870845884;28.2732358739;0;44.8117709373
2025-01-08 04:00:00;24.2372453459;15.1207048238;0;73.5520045224
2025-01-08 05:00:00;26.1573198844;26.4821003178;0;71.9617849952
2025-01-08 06:00:00;86.380985173;56.9292959865;10.9498080183;65.2361659985
2025-01-08 07:00:00;82.6510915041;63.549862039;18.9073186125;30.3066143156
2025-01-08 08:00:00;78.7193554148;58.1376836398;24.2369634181;32.3601368555
2025-01-08 09:00:00;77.3955771607;55.365851342;33.3448695982;30.6647455913
2025-01-08 10:00:00;57.6872669117;29.7867436253;41.7014460994;40.6443920082
2025-01-08 11:00:00;58.0063811188;40.518689503;42.835286055;24.7608324283
2025-01-08 12:00:00;56.1997053564;35.7057077434;57.218994966;25.3159634624
2025-01-08 13:00:00;41.5425106636;30.7493300617;61.3328832894;46.3276878252
2025-01-08 14:00:00;54.5105089582;33.814126986;73.06703514;36.5759569585
2025-01-08 15:00:00;53.7483006961;34.4584651479;56.4582129621;49.7321957715
2025-01-08 16:00:00;43.6507996362;34.831271752;51.8236542762;30.776984521
2025-01-08 17:00:00;49.9938499994;33.2939034511;41.8347980078;36.4796366657
2025-01-08 18:00:00;98.4508264265;77.717505027;29.6170849135;28.4570212714
2025-01-08 19:00:00;101.3338458342;68.5410548453;26.088490075;47.6411478284
2025-01-08 20:00:00;100.9594487293;74.5204775971;17.4166051934;29.9760534961
2025-01-08 21:00:00;100.585644368;83.6528429266;0;41.7564340246
2025-01-08 22:00:00;69.0198008816;52.1937398366;0;30.478850637
2025-01-08 23:00:00;58.0250734222;49.3236185495;0;55.8032572604
2025-01-09 00:00:00;26.3628127872;29.1458919194;0;61.6750702076
2025-01-09 01:00:00;26.5683835673;23.6098479437;0;29.6795407372
2025-01-09 02:00:00;34.6969963038;43.15608506;0;69.7469620812
2025-01-09 03:00:00;22.5655395074;29.3609310995;0;84.9615061272
2025-01-09 04:00:00;26.568196876;18.1299393959;0;52.9063927314
2025-01-09 05:00:00;36.5107027805;32.0971078097;0;43.9214650454
2025-01-09 06:00:00;82.5733101966;52.9171035914;11.0457219538;89.2363184498
2025-01-09 07:00:00;82.3390213733;52.0200397331;14.9192032002;21.0346240707
2025-01-09 08:00:00;91.0700314213;53.6697882983;26.0376490472;31.5406321041
2025-01-09 09:00:00;82.5839381389;61.1025331304;28.4097391273;32.7921485467
2025-01-09 10:00:00;56.9821915368;35.7389600001;43.0155695497;41.936534773
2025-01-09 11:00:00;58.899682507;39.2807936064;58.2446176407;34.2052938691
2025-01-09 12:00:00;55.0595838723;33.11721557;51.7085583552;27.470740157
2025-01-09 13:00:00;55.1675743992;33.8277565974;57.0723751674;27.9068481741
2025-01-09 14:00:00;52.1013854481;35.2675191446;60.257245689;33.4845512023
2025-01-09 15:00:00;54.575721394;40.5627130394;53.8967754469;27.3966135902
2025-01-09 16:00:00;54.9742853976;22.980249437;43.4118544803;37.0511242259
2025-01-09 17:00:00;47.651909205;35.0573979181;41.3119736013;31.449082927
2025-01-09 18:00:00;98.5303276042;73.0328102246;29.2789337708;22.9379258468
2025-01-09 19:00:00;102.5490064374;85.8887390169;24.2974066245;61.8456083181
2025-01-09 20:00:00;98.8542906197;95.0694796265;14.9062840597;41.2174242239
2025-01-09 21:00:00;103.5240213776;80.288327802;0;32.1501530009
2025-01-09 22:00:00;65.2634652267;45.5680732664;0;45.0941523391
2025-01-09 23:00:00;59.4124008557;43.8495538585;0;47.8789598793
2025-01-10 00:00:00;30.6749779046;24.3547934175;0;29.1686592975
2025-01-10 01:00:00;29.577694727;35.4640970759;0;56.0667803016
2025-01-10 02:00:00;33.612274076;36.5124620998;0;38.2201833076
2025-01-10 03:00:00;26.9949792257;27.7569999305;0;73.9208315513
2025-01-10 04:00:00;21;19.9664763531;0;58.5559859932
2025-01-10 05:00:00;32.1189098672;29.330175739;0;46.5979765276
2025-01-10 06:00:00;86.1386957514;59.2075006172;11.431532507;42.1289951455
2025-01-10 07:00:00;83.7021249569;58.2814849899;14.7652578742;30.2492635491
2025-01-10 08:00:00;78.8124036259;43.8917961145;22.3289448707;35.823457256
2025-01-10 09:00:00;76.5858864136;57.969655182;33.3660084464;30.8664643976
2025-01-10 10:00:00;62.5578195346;44.3583959888;36.2639977886;29.3779747165
2025-01-10 11:00:00;60.9692359298;41.205337235;49.4034212655;31.5177650119
2025-01-10 12:00:00;59.7665138171;37.1290007817;60.7303679382;26.3748175948
2025-01-10 13:00:00;57.8532355781;35.103475658;51.000418446;33.1322581993
2025-01-10 14:00:00;45.3915501109;35.3387463006;59.3913829605;17.3436124355
2025-01-10 15:00:00;57.6398171297;28.1145905706;56.1240215108;45.0642771774
2025-01-10 16:00:00;49.7951781066;39.7006890811;51.5552587775;38.9491109302
2025-01-10 17:00:00;41.3920833888;25.6390755748;36.2444118149;29.233993473
2025-01-10 18:00:00;102.2478891249;65.2961206322;28.0178958711;53.4452874681
2025-01-10 19:00:00;107.372033414;92.7937815425;23.8764726653;47.6103518647
2025-01-10 20:00:00;101.4115534217;74.4069379465;16.1265565798;34.5264689026
2025-01-10 21:00:00;96.4177976338;71.4194197984;0;56.5769623538
2025-01-10 22:00:00;59.5922652485;58.4367177309;0;51.2336135933
2025-01-10 23:00:00;56.4753049591;52.4222073862;0;51.1932115787
2025-01-11 00:00:00;32.2131648049;16.1611207088;0;45.7908703675
2025-01-11 01:00:00;33.4802991723;19.5821316313;0;57.0168265561
2025-01-11 02:00:00;25.2467831651;18.8304132957;0;47.8918961887
2025-01-11 03:00:00;26.823881752;29.1067463005;0;58.3677279276
2025-01-11 04:00:00;33.404891093;36.9268098211;0;26.840474883
2025-01-11 05:00:00;26.1352007477;17.7772724485;0;45.6868697013
2025-01-11 06:00:00;64.1937190209;51.9208927875;10.1528563302;73.3084907814
2025-01-11 07:00:00;63.759320539;41.7880189683;15.843392258;24.8509243379
2025-01-11 08:00:00;70.6476043904;51.4443595078;21.2100700747;26.1056351607
2025-01-11 09:00:00;70.4546403699;40.943938328;31.2282641545;27.3038310592
2025-01-11 10:00:00;47.7818658374;35.0339874389;40.2894224125;21.409244093
2025-01-11 11:00:00;50.8829572566;37.0320389017;44.7713184559;13.7725975567
2025-01-11 12:00:00;57.7321687028;37.4615625071;61.8389706938;28.9747499882
2025-01-11 13:00:00;37.3751234389;29.9711708026;59.4490491364;37.090139134
2025-01-11 14:00:00;32.9755524045;19.7962385774;51.8190158731;35.4008976674
2025-01-11 15:00:00;43.8062342358;26.2873735913;56.6337535373;34.5724977216
2025-01-11 16:00:00;41.2615889075;33.5476628925;43.7823759685;36.2577479184
2025-01-11 17:00:00;38.5632812544;37.0169395658;41.8452225099;45.0445409105
2025-01-11 18:00:00;90.2011493582;70.5840859592;33.5002931033;34.1638500041
2025-01-11 19:00:00;91.0433014411;74.8808219077;20.9576704365;39.5015424032
2025-01-11 20:00:00;77.3295372006;67.3428135116;16.604243107;42.879398776
2025-01-11 21:00:00;84.3300976981;72.9790304064;0;52.8008232188
2025-01-11 22:00:00;61.2888960144;46.1459717623;0;62.4017986541
2025-01-11 23:00:00;53.4853950952;35.793499943;0;38.8782059293
2025-01-12 00:00:00;33.0424663723;21.2623904973;0;51.9732520868
2025-01-12 01:00:00;35.2780242538;37.9102705953;0;55.0090722826
2025-01-12 02:00:00;30.0768097134;27.7995699135;0;38.1332096367
2025-01-12 03:00:00;33.5850787204;28.5137725899;0;50.9776848767
2025-01-12 04:00:00;33.2312791973;28.8849843563;0;32.1344960241
2025-01-12 05:00:00;32.4256867354;18.5908165302;0;28.287773597
2025-01-12 06:00:00;67.8019750793;58.2683862587;10.0587716202;55.3690358636
2025-01-12 07:00:00;70.0252940977;52.2058024615;16.0731275509;27.5108307786
2025-01-12 08:00:00;66.6034019077;50.8579772721;25.272906528;31.9701937595
2025-01-12 09:00:00;69.3086933176;37.2650944063;29.4039731958;30.2951390214
2025-01-12 10:00:00;45.7425626959;39.4775795929;36.1892705066;23.0030047781
2025-01-12 11:00:00;47.4429637496;32.6709277311;43.1480005715;30.0869941964
2025-01-12 12:00:00;49.7303675216;28.3410484744;49.2034667306;21.0500677754
2025-01-12 13:00:00;37.6289686505;21.6132424042;55.6882329772;47.8491397859
2025-01-12 14:00:00;39.6030653736;22.3436047383;57.5631423636;23.4678525812
2025-01-12 15:00:00;41.1379761965;22.659090958;53.8041144491;33.7654119251
2025-01-12 16:00:00;43.6858236429;32.9145266691;49.5277572122;26.2521769421
2025-01-12 17:00:00;46.1473009503;31.3756375614;38.5515272474;40.566099598
2025-01-12 18:00:00;85.4142565126;69.6639059769;33.4804027965;32.5614455932
2025-01-12 19:00:00;93.5092569615;83.4988304703;21.4785809982;39.7280364656
2025-01-12 20:00:00;91.7250360377;70.4732711833;18.3632048965;55.3834271035
2025-01-12 21:00:00;89.7697084276;58.6985145087;0;45.982775158
2025-01-12 22:00:00;51.6921927921;44.8862943314;0;51.5427282592
2025-01-12 23:00:00;52.4368154987;47.3287111668;0;34.4482942635
2025-01-13 00:00:00;35.341730178;27.2012680759;0;32.5660029689
2025-01-13 01:00:00;35.5061084689;35.8366471276;0;51.5398504828
2025-01-13 02:00:00;36.0072602777;29.9496726567;0;46.1934506837
2025-01-13 03:00:00;30.1859707434;12.5800407716;0;58.0554365619
2025-01-13 04:00:00;32.4973522425;25.9546619219;0;49.1917950335
2025-01-13 05:00:00;36.0459592798;28.6389102613;0;52.7679524037
2025-01-13 06:00:00;79.548764999;61.3544324032;0.2560377691;29.8233033715
2025-01-13 07:00:00;80.9226113144;65.3367083911;0.3517592262;44.3351048572
2025-01-13 08:00:00;82.4276521397;61.3394984558;0.5024110993;28.8801146288
2025-01-13 09:00:00;86.403681477;59.5895327335;0.7800480252;35.3689804343
2025-01-13 10:00:00;64.9473900453;49.4184381786;0.9471383863;23.8216370486
2025-01-13 11:00:00;59.7902268667;40.1782525298;1.229708253;32.4357843515
2025-01-13 12:00:00;54.0403728224;29.6630543099;1.3680530926;20.3073687383
2025-01-13 13:00:00;51.1737572219;35.7732931105;1.3949873256;39.1071596546
2025-01-13 14:00:00;45.9335068546;35.5041848805;1.3081074488;32.0092838754
2025-01-13 15:00:00;43.3612165517;24.825630042;1.1584056858;35.3925865555
2025-01-13 16:00:00;44.3785074493;40.2763612041;1.1217095116;41.2672104569
2025-01-13 17:00:00;51.5346440079;43.6928305273;1.0304500185;24.3094875951
2025-01-13 18:00:00;110.0065270693;76.3906570357;0.7639225719;29.1235704256
2025-01-13 19:00:00;104.0568842682;87.9934775067;0.4947250475;50.3399989023
2025-01-13 20:00:00;104.833071891;77.3328922106;0.3828883143;68.8719157449
2025-01-13 21:00:00;109.2048861701;80.6430590129;0;43.6156130392
2025-01-13 22:00:00;53.8790682762;54.2469458776;0;51.8512391206
2025-01-13 23:00:00;63.1699092643;45.1902694247;0;43.9669720163
2025-01-14 00:00:00;29.9478459706;33.9675981771;0;2.1690903008
2025-01-14 01:00:00;32.5472585647;21.4777761447;0;0.8223287904
2025-01-14 02:00:00;27.8243224122;13.5591895429;0;1.494654277
2025-01-14 03:00:00;26.3192821931;23.5481845283;0;0.8667446211
2025-01-14 04:00:00;30.6322900693;30.9387399382;0;0.5451442674
2025-01-14 05:00:00;37.421360955;21.94582224;0;1.5686970706
2025-01-14 06:00:00;86.4526603437;49.3153372007;9.5947007823;1.5110355802
2025-01-14 07:00:00;80.2939474075;56.5761011751;13.3968311783;0.8136847294
2025-01-14 08:00:00;76.5441907114;43.7260424637;21.2333724323;0.8528105913
2025-01-14 09:00:00;75.0092620966;51.3991489156;28.8035027097;1.5546498921
2025-01-14 10:00:00;66.9188711883;44.3782850475;33.4469090735;0.8195241229
2025-01-14 11:00:00;56.6985533584;42.513962519;45.6759598466;0.9877949524
2025-01-14 12:00:00;59.5316132965;32.9341411463;52.5747865506;0.7338468418
2025-01-14 13:00:00;56.1508031132;45.9478177714;58.2034861327;1.097518273
2025-01-14 14:00:00;42.9427964962;30.0403578488;58.0781531085;0.9612069214
2025-01-14 15:00:00;56.9205433384;44.4720509942;44.7717484156;0.9171846895
2025-01-14 16:00:00;49.0639710033;40.2399787474;41.0734307868;1.4868455563
2025-01-14 17:00:00;45.0367281272;25.8534904744;38.3298021214;1.3228748386
2025-01-14 18:00:00;103.0476269194;84.7273206397;29.8484144757;1.0570219323
2025-01-14 19:00:00;100.9090205753;71.4588853101;21.8396837638;0.5571102111
2025-01-14 20:00:00;106.1443951867;73.7796875289;18.8595122591;1.1955025294
2025-01-14 21:00:00;101.2441101391;89.2868301808;0;2.2021178121
2025-01-14 22:00:00;52.3940337058;54.2302759079;0;1.2383250709
2025-01-14 23:00:00;60.0038922501;55.308452566;0;1.6765388784
2025-01-15 00:00:00;23.8955472647;20.7663543079;0;66.8726918083
2025-01-15 01:00:00;30.9194394779;24.9636361576;0;51.844259431
2025-01-15 02:00:00;24.6579135047;27.835593486;0;38.8089165758
2025-01-15 03:00:00;27.8039423857;25.7731773868;0;19.2274868943
2025-01-15 04:00:00;30.821645119;19.4803579456;0;57.5608081623
2025-01-15 05:00:00;29.0439357373;19.2750012435;0;39.1415094877
2025-01-15 06:00:00;83.9296667894;57.1888888219;9.5100075013;51.3181510363
2025-01-15 07:00:00;85.8640227617;52.2582175495;15.3657115751;20.2771624465
2025-01-15 08:00:00;77.5920288671;46.5644478996;22.059284891;27.5365228611
2025-01-15 09:00:00;82.5129415831;57.5876862911;29.4732937787;29.7407393841
2025-01-15 10:00:00;46.1817807982;33.9832373286;35.0627949899;31.4724767647
2025-01-15 11:00:00;62.2775477445;49.0688721262;46.0225388642;21.2725081333
2025-01-15 12:00:00;59.8108843003;38.3826350524;46.1254927844;38.316990357
2025-01-15 13:00:00;45.9199326368;29.9823646458;51.3445294771;29.2730706446
2025-01-15 14:00:00;51.7661939728;39.946462818;50.3039004067;20.0039127398
2025-01-15 15:00:00;55.6225956698;33.8321670861;49.4872085943;33.4696769859
2025-01-15 16:00:00;48.2033767083;30.4225148448;51.4224136361;34.7031742945
2025-01-15 17:00:00;46.0937913664;30.8045607578;30.5967696964;35.7888518563
2025-01-15 18:00:00;105.1835268259;78.810074037;29.5514377914;46.1243689895
2025-01-15 19:00:00;98.430683145;87.4971507512;17.8508748927;41.6231743394
2025-01-15 20:00:00;101.4691969775;70.8678383935;13.5542470795;42.9152526089
2025-01-15 21:00:00;109.9417228723;94.5045297217;0;32.0374710741
2025-01-15 22:00:00;61.4443544211;57.1245720981;0;53.3131423379
2025-01-15 23:00:00;52.7069465492;48.9317389563;0;46.276566495
