datetime;pv_power_1;pv_power_2;pv_power_3;hour;Ta;area_1;area_2;area_3;irradiance_common
2019-01-04 13:00:00;127.2534802165;146.5055347595;439.3580643573;13;24;39.2543064596;40.7643858143;41.5038863765;21.4686834538
2019-01-04 14:00:00;26.7780151885;158.0845279379;94.1838988736;14;26;39.2543064596;40.7643858143;41.5038863765;4.5783058969
2019-01-04 15:00:00;8.4619185023;0.0590291805;1.3666289838;15;27;39.2543064596;40.7643858143;41.5038863765;1.4565312745
2019-01-04 16:00:00;0;0;0;16;26;39.2543064596;40.7643858143;41.5038863765;0
2019-01-04 17:00:00;0;0;0;17;25;39.2543064596;40.7643858143;41.5038863765;0
2019-01-04 18:00:00;0;0;0;18;22;39.2543064596;40.7643858143;41.5038863765;0
2019-01-04 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-01-04 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-01-04 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-01-04 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-01-04 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-01-05 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-01-05 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-05 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-05 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-01-05 04:00:00;0;0;0;4;3;39.2543064596;40.7643858143;41.5038863765;0
2019-01-05 05:00:00;0;0;0;5;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-05 06:00:00;0;0;0;6;6;39.2543064596;40.7643858143;41.5038863765;0
2019-01-05 07:00:00;46.6062205764;24.6415289627;131.5041757942;7;8;39.2543064596;40.7643858143;41.5038863765;7.1095171536
2019-01-05 08:00:00;35.2752483158;1214.7409226667;192.4210883508;8;12;39.2543064596;40.7643858143;41.5038863765;5.5130910688
2019-01-05 09:00:00;185.8968090659;2584.1384407945;77.9649908064;9;15;39.2543064596;40.7643858143;41.5038863765;29.5981552459
2019-01-05 10:00:00;2624.2011775346;2012.8268175421;325.3311582567;10;18;39.2543064596;40.7643858143;41.5038863765;425.8044196746
2019-01-05 11:00:00;2223.8843909261;2151.2002495149;993.7586908923;11;20;39.2543064596;40.7643858143;41.5038863765;365.5048968081
2019-01-05 12:00:00;654.5641614006;2396.5456586016;2712.7885659977;12;22;39.2543064596;40.7643858143;41.5038863765;108.9866951985
2019-01-05 13:00:00;2683.4826531973;1762.9924569497;786.138851853;13;24;39.2543064596;40.7643858143;41.5038863765;452.7250613285
2019-01-05 14:00:00;836.7945949753;1237.9764241876;1501.9689128371;14;26;39.2543064596;40.7643858143;41.5038863765;143.0689168588
2019-01-05 15:00:00;519.4199616083;583.8798854385;0.9606122865;15;27;39.2543064596;40.7643858143;41.5038863765;89.4066066052
2019-01-05 16:00:00;0;0;0;16;26;39.2543064596;40.7643858143;41.5038863765;0
2019-01-05 17:00:00;0;0;0;17;25;39.2543064596;40.7643858143;41.5038863765;0
2019-01-05 18:00:00;0;0;0;18;22;39.2543064596;40.7643858143;41.5038863765;0
2019-01-05 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-01-05 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-01-05 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-01-05 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-01-05 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-01-06 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-01-06 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-06 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-06 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-01-06 04:00:00;0;0;0;4;3;39.2543064596;40.7643858143;41.5038863765;0
2019-01-06 05:00:00;0;0;0;5;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-06 06:00:00;0;0;0;6;6;39.2543064596;40.7643858143;41.5038863765;0
2019-01-06 07:00:00;1052.4839877337;43.6798359942;179.2805756055;7;8;39.2543064596;40.7643858143;41.5038863765;160.5505203419
2019-01-06 08:00:00;794.380540072;1939.8051030041;1770.6496855907;8;12;39.2543064596;40.7643858143;41.5038863765;124.1519895622
2019-01-06 09:00:00;1311.7483382961;3564.9614609635;2848.3659340738;9;15;39.2543064596;40.7643858143;41.5038863765;208.854208717
2019-01-06 10:00:00;2816.4904302746;3909.575517169;1776.2094418897;10;18;39.2543064596;40.7643858143;41.5038863765;457.0053864197
2019-01-06 11:00:00;1135.3114181681;2898.1914035924;4447.8099415729;11;20;39.2543064596;40.7643858143;41.5038863765;186.5932799545
2019-01-06 12:00:00;438.3103007385;3353.7865569893;4390.3943102722;12;22;39.2543064596;40.7643858143;41.5038863765;72.979845164
2019-01-06 13:00:00;6444.2376482492;662.722912874;235.8814502102;13;24;39.2543064596;40.7643858143;41.5038863765;1087.1946129568
2019-01-06 14:00:00;4344.6897753427;734.4768640952;224.5078065621;14;26;39.2543064596;40.7643858143;41.5038863765;742.8227476354
2019-01-06 15:00:00;542.9162444417;104.0065819511;964.0632916073;15;27;39.2543064596;40.7643858143;41.5038863765;93.4509696856
2019-01-06 16:00:00;0;0;0;16;26;39.2543064596;40.7643858143;41.5038863765;0
2019-01-06 17:00:00;0;0;0;17;25;39.2543064596;40.7643858143;41.5038863765;0
2019-01-06 18:00:00;0;0;0;18;22;39.2543064596;40.7643858143;41.5038863765;0
2019-01-06 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-01-06 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-01-06 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-01-06 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-01-06 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-01-07 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-01-07 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-07 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-07 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-01-07 04:00:00;0;0;0;4;3;39.2543064596;40.7643858143;41.5038863765;0
2019-01-07 05:00:00;0;0;0;5;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-07 06:00:00;0;0;0;6;6;39.2543064596;40.7643858143;41.5038863765;0
2019-01-07 07:00:00;354.6047359892;88.5800049144;270.5971304296;7;8;39.2543064596;40.7643858143;41.5038863765;54.0929605983
2019-01-07 08:00:00;228.3914897994;1178.9968708616;868.8498126722;8;12;39.2543064596;40.7643858143;41.5038863765;35.6948042246
2019-01-07 09:00:00;2504.2246938543;165.5240952608;3088.9830068849;9;15;39.2543064596;40.7643858143;41.5038863765;398.718147083
2019-01-07 10:00:00;1484.4636116956;4858.7669068938;1676.9598720773;10;18;39.2543064596;40.7643858143;41.5038863765;240.8699348653
2019-01-07 11:00:00;1311.2994009421;3894.8391356428;2710.9464687484;11;20;39.2543064596;40.7643858143;41.5038863765;215.517656485
2019-01-07 12:00:00;4066.6222987986;2138.0512267774;337.349444424;12;22;39.2543064596;40.7643858143;41.5038863765;677.1035615792
2019-01-07 13:00:00;546.4914675628;1563.6366173498;2562.6226230875;13;24;39.2543064596;40.7643858143;41.5038863765;92.1974967392
2019-01-07 14:00:00;1123.9927550224;225.7609667429;709.1673189015;14;26;39.2543064596;40.7643858143;41.5038863765;192.1719224573
2019-01-07 15:00:00;135.2733123859;277.8921745576;12.4964950564;15;27;39.2543064596;40.7643858143;41.5038863765;23.2842954037
2019-01-07 16:00:00;0;0;0;16;26;39.2543064596;40.7643858143;41.5038863765;0
2019-01-07 17:00:00;0;0;0;17;25;39.2543064596;40.7643858143;41.5038863765;0
2019-01-07 18:00:00;0;0;0;18;22;39.2543064596;40.7643858143;41.5038863765;0
2019-01-07 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-01-07 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-01-07 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-01-07 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-01-07 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-01-08 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-01-08 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-08 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-08 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-01-08 04:00:00;0;0;0;4;3;39.2543064596;40.7643858143;41.5038863765;0
2019-01-08 05:00:00;0;0;0;5;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-08 06:00:00;0;0;0;6;6;39.2543064596;40.7643858143;41.5038863765;0
2019-01-08 07:00:00;438.3458272893;137.9186653867;54.897703324;7;8;39.2543064596;40.7643858143;41.5038863765;66.8671936877
2019-01-08 08:00:00;1558.6489341904;720.7551093021;558.2292958408;8;12;39.2543064596;40.7643858143;41.5038863765;243.5978179818
2019-01-08 09:00:00;13.8748119364;4004.9496832655;1359.1621347981;9;15;39.2543064596;40.7643858143;41.5038863765;2.2091225759
2019-01-08 10:00:00;7314.4551425844;355.7484329324;58.3406378165;10;18;39.2543064596;40.7643858143;41.5038863765;1186.847774434
2019-01-08 11:00:00;2623.5837085163;5727.7850834177;483.3122320661;11;20;39.2543064596;40.7643858143;41.5038863765;431.197186581
2019-01-08 12:00:00;914.2534933881;3395.7580678854;4362.6601340598;12;22;39.2543064596;40.7643858143;41.5038863765;152.2256681527
2019-01-08 13:00:00;5202.1326753538;2319.3216342442;359.5151477353;13;24;39.2543064596;40.7643858143;41.5038863765;877.6415348474
2019-01-08 14:00:00;1161.8650229943;2500.614319284;2196.7757483884;14;26;39.2543064596;40.7643858143;41.5038863765;198.6470411904
2019-01-08 15:00:00;1880.7737606252;86.2490738038;99.7335989043;15;27;39.2543064596;40.7643858143;41.5038863765;323.7334183479
2019-01-08 16:00:00;0;0;0;16;26;39.2543064596;40.7643858143;41.5038863765;0
2019-01-08 17:00:00;0;0;0;17;25;39.2543064596;40.7643858143;41.5038863765;0
2019-01-08 18:00:00;0;0;0;18;22;39.2543064596;40.7643858143;41.5038863765;0
2019-01-08 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-01-08 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-01-08 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-01-08 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-01-08 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-01-09 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-01-09 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-09 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-09 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-01-09 04:00:00;0;0;0;4;3;39.2543064596;40.7643858143;41.5038863765;0
2019-01-09 05:00:00;0;0;0;5;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-09 06:00:00;0;0;0;6;6;39.2543064596;40.7643858143;41.5038863765;0
2019-01-09 07:00:00;1193.675295322;357.1036856076;1340.0473530704;7;8;39.2543064596;40.7643858143;41.5038863765;182.0884612182
2019-01-09 08:00:00;1066.4377621767;4150.4193211319;1274.2563080247;8;12;39.2543064596;40.7643858143;41.5038863765;166.6712151666
2019-01-09 09:00:00;6042.4652301313;1869.9646735694;117.1639216327;9;15;39.2543064596;40.7643858143;41.5038863765;962.0704349269
2019-01-09 10:00:00;5139.8014678076;2490.5195461858;806.5711186733;10;18;39.2543064596;40.7643858143;41.5038863765;833.9871957906
2019-01-09 11:00:00;1639.2647493859;4853.3622970517;1903.1756415625;11;20;39.2543064596;40.7643858143;41.5038863765;269.4201620867
2019-01-09 12:00:00;2836.1584263314;511.7617525539;4720.8192971147;12;22;39.2543064596;40.7643858143;41.5038863765;472.2280139563
2019-01-09 13:00:00;1622.1615692032;2283.1098491965;3316.5230496003;13;24;39.2543064596;40.7643858143;41.5038863765;273.6716762552
2019-01-09 14:00:00;911.1040525224;667.0125530056;3682.4138031387;14;26;39.2543064596;40.7643858143;41.5038863765;155.7737952931
2019-01-09 15:00:00;1268.9583109802;9.8577080237;573.2463196629;15;27;39.2543064596;40.7643858143;41.5038863765;218.4229811979
2019-01-09 16:00:00;0;0;0;16;26;39.2543064596;40.7643858143;41.5038863765;0
2019-01-09 17:00:00;0;0;0;17;25;39.2543064596;40.7643858143;41.5038863765;0
2019-01-09 18:00:00;0;0;0;18;22;39.2543064596;40.7643858143;41.5038863765;0
2019-01-09 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-01-09 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-01-09 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-01-09 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-01-09 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-01-10 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-01-10 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-10 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-10 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-01-10 04:00:00;0;0;0;4;3;39.2543064596;40.7643858143;41.5038863765;0
2019-01-10 05:00:00;0;0;0;5;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-10 06:00:00;0;0;0;6;6;39.2543064596;40.7643858143;41.5038863765;0
2019-01-10 07:00:00;278.4721799651;935.8610961347;169.9924912335;7;8;39.2543064596;40.7643858143;41.5038863765;42.4793668267
2019-01-10 08:00:00;2841.4322845854;85.5911095807;692.8581665006;8;12;39.2543064596;40.7643858143;41.5038863765;444.0812098765
2019-01-10 09:00:00;1831.884010723;3533.599698678;618.4849152657;9;15;39.2543064596;40.7643858143;41.5038863765;291.6692740148
2019-01-10 10:00:00;1997.5796607047;2564.242626631;3256.0136079976;10;18;39.2543064596;40.7643858143;41.5038863765;324.1284454339
2019-01-10 11:00:00;233.2996142067;3709.9730425643;4588.862973229;11;20;39.2543064596;40.7643858143;41.5038863765;38.3437879073
2019-01-10 12:00:00;2078.5290358656;6058.1341189018;57.5823065659;12;22;39.2543064596;40.7643858143;41.5038863765;346.0806806293
2019-01-10 13:00:00;3302.4092481209;158.0299456004;3887.4200702788;13;24;39.2543064596;40.7643858143;41.5038863765;557.1429454206
2019-01-10 14:00:00;1645.2539060333;2690.5770510575;994.7290262424;14;26;39.2543064596;40.7643858143;41.5038863765;281.2932775945
2019-01-10 15:00:00;302.3420830422;1414.726694602;269.0430870225;15;27;39.2543064596;40.7643858143;41.5038863765;52.0414725592
2019-01-10 16:00:00;0;0;0;16;26;39.2543064596;40.7643858143;41.5038863765;0
2019-01-10 17:00:00;0;0;0;17;25;39.2543064596;40.7643858143;41.5038863765;0
2019-01-10 18:00:00;0;0;0;18;22;39.2543064596;40.7643858143;41.5038863765;0
2019-01-10 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-01-10 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-01-10 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-01-10 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-01-10 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-01-11 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-01-11 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-11 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-11 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-01-11 04:00:00;0;0;0;4;3;39.2543064596;40.7643858143;41.5038863765;0
2019-01-11 05:00:00;0;0;0;5;4;39.2543064596;40.7643858143;41.5038863765;0
2019-01-11 06:00:00;0;0;0;6;6;39.2543064596;40.7643858143;41.5038863765;0
2019-01-11 07:00:00;449.7217593318;1902.4832613353;1253.1426453329;7;8;39.2543064596;40.7643858143;41.5038863765;68.6025282202
2019-01-11 08:00:00;1463.6996248437;976.4169700262;4424.1161237968;8;12;39.2543064596;40.7643858143;41.5038863765;228.7583990027
2019-01-11 09:00:00;3718.3008242749;2287.9232560213;2171.7243423706;9;15;39.2543064596;40.7643858143;41.5038863765;592.0211627137
2019-01-11 10:00:00;306.3611475787;24.3284698599;8210.6952925614;10;18;39.2543064596;40.7643858143;41.5038863765;49.7103391967
2019-01-11 11:00:00;729.1796936309;633.3915592845;7133.1019810846;11;20;39.2543064596;40.7643858143;41.5038863765;119.8437966302
2019-01-11 12:00:00;211.5900752401;2326.0550186012;5649.396045492;12;22;39.2543064596;40.7643858143;41.5038863765;35.2303172051
2019-01-11 13:00:00;5650.9283423613;813.1550264119;907.8529272268;13;24;39.2543064596;40.7643858143;41.5038863765;953.3569659227
2019-01-11 14:00:00;3576.5794519979;963.1319209031;860.8396464323;14;26;39.2543064596;40.7643858143;41.5038863765;611.4969567556
2019-01-11 15:00:00;227.1155888268;753.7849286246;1135.7056812153;15;27;39.2543064596;40.7643858143;41.5038863765;39.0929028628
2019-01-11 16:00:00;0;0;0;16;26;39.2543064596;40.7643858143;41.5038863765;0
